Entry,C1,C2,C3,M1,M2,M3,C.Mean,M.Mean,Log2FC,Pvalue,FDR,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length
O00411,25.9930419921875,26.8569755554199,20.0734481811523,27.4850826263428,26.4115428924561,21.8149185180664,24.30782190958657,25.237181345621764,0.9293594360351953,0.7524902991650357,0.9968629109018278,reviewed,RPOM_HUMAN,"DNA-directed RNA polymerase, mitochondrial (MtRPOL) (EC 2.7.7.6)",POLRMT,Homo sapiens (Human),1230
O00425,25.6441917419434,25.3814601898193,21.258451461792,25.6430912017822,25.1373138427734,23.6574192047119,24.094701131184895,24.812608083089163,0.7179069519042685,0.6653565360766699,0.9968629109018278,reviewed,IF2B3_HUMAN,Insulin-like growth factor 2 mRNA-binding protein 3 (IGF2 mRNA-binding protein 3) (IMP-3) (IGF-II mRNA-binding protein 3) (KH domain-containing protein overexpressed in cancer) (hKOC) (VICKZ family member 3),IGF2BP3 IMP3 KOC1 VICKZ3,Homo sapiens (Human),579
O00429,22.2262630462646,23.1041679382324,21.6579933166504,22.9612331390381,22.6633014678955,23.1137943267822,22.329474767049135,22.912776311238602,0.5833015441894673,0.2564596799007731,0.9968629109018278,reviewed,DNM1L_HUMAN,Dynamin-1-like protein (EC 3.6.5.5) (Dnm1p/Vps1p-like protein) (DVLP) (Dynamin family member proline-rich carboxyl-terminal domain less) (Dymple) (Dynamin-like protein) (Dynamin-like protein 4) (Dynamin-like protein IV) (HdynIV) (Dynamin-related protein 1),DNM1L DLP1 DRP1,Homo sapiens (Human),736
O00487,22.3280048370361,22.9381904602051,21.2991981506348,22.9557285308838,21.2330341339111,20.8296241760254,22.188464482625335,21.672795613606766,-0.5156688690185689,0.5583072099369771,0.9968629109018278,reviewed,PSDE_HUMAN,26S proteasome non-ATPase regulatory subunit 14 (EC 3.4.19.-) (26S proteasome regulatory subunit RPN11) (26S proteasome-associated PAD1 homolog 1),PSMD14 POH1,Homo sapiens (Human),310
O00505,24.1866912841797,24.9526481628418,24.2639179229736,21.958122253418,23.7351055145264,25.3548450469971,24.467752456665036,23.68269093831383,-0.7850615183512062,0.4806649825595513,0.9968629109018278,reviewed,IMA4_HUMAN,Importin subunit alpha-4 (Importin alpha Q2) (Qip2) (Karyopherin subunit alpha-3) (SRP1-gamma),KPNA3 QIP2,Homo sapiens (Human),521
O00541,30.1496467590332,30.5806446075439,30.6042594909668,30.4266242980957,30.2943897247314,30.5306453704834,30.444850285847966,30.417219797770162,-0.027630488077804216,0.8734735139787887,0.9968629109018278,reviewed,PESC_HUMAN,Pescadillo homolog,PES1,Homo sapiens (Human),588
O00566,31.2015724182129,31.096097946167,30.0939598083496,31.2255573272705,31.0230693817139,30.905122756958,30.797210057576496,31.051249821980804,0.25403976440430753,0.5248945631565501,0.9968629109018278,reviewed,MPP10_HUMAN,U3 small nucleolar ribonucleoprotein protein MPP10 (M phase phosphoprotein 10),MPHOSPH10 MPP10,Homo sapiens (Human),681
O00567,34.0655136108398,34.8186950683594,34.4719390869141,34.711597442627,34.2541999816895,34.2459411621094,34.4520492553711,34.40391286214197,-0.04813639322912877,0.8654664544479362,0.9968629109018278,reviewed,NOP56_HUMAN,Nucleolar protein 56 (Nucleolar protein 5A),NOP56 NOL5A,Homo sapiens (Human),594
O00571,30.6653461456299,31.0935821533203,30.9471225738525,31.3718147277832,31.0093860626221,31.0619468688965,30.902016957600896,31.147715886433932,0.24569892883303623,0.21976318694970587,0.9968629109018278,reviewed,DDX3X_HUMAN,"ATP-dependent RNA helicase DDX3X (EC 3.6.4.13) (CAP-Rf) (DEAD box protein 3, X-chromosomal) (DEAD box, X isoform) (DBX) (Helicase-like protein 2) (HLP2)",DDX3X DBX DDX3,Homo sapiens (Human),662
O00767,21.6328792572021,21.2476634979248,21.3247776031494,25.1150550842285,22.2058410644531,22.8234424591064,21.401773452758764,23.381446202596,1.9796727498372348,0.09086195808607003,0.9968629109018278,reviewed,SCD_HUMAN,Stearoyl-CoA desaturase (hSCD1) (EC 1.14.19.1) (Acyl-CoA desaturase) (Delta(9)-desaturase) (Delta-9 desaturase) (Fatty acid desaturase),SCD FADS5 SCD1 SCDOS,Homo sapiens (Human),359
O14617,30.7225685119629,31.3874607086182,27.4939632415771,30.6861228942871,31.0413990020752,27.958423614502,29.867997487386067,29.8953151702881,0.027317682902033624,0.9867598872821133,0.9968629109018278,reviewed,AP3D1_HUMAN,AP-3 complex subunit delta-1 (AP-3 complex subunit delta) (Adaptor-related protein complex 3 subunit delta-1) (Delta-adaptin),AP3D1 PRO0039,Homo sapiens (Human),1153
O14646,26.2284851074219,27.9489898681641,21.9344100952148,27.3914928436279,27.2181720733643,25.2137126922607,25.370628356933604,26.607792536417634,1.2371641794840293,0.5544628454570486,0.9968629109018278,reviewed,CHD1_HUMAN,Chromodomain-helicase-DNA-binding protein 1 (CHD-1) (EC 3.6.4.12) (ATP-dependent helicase CHD1),CHD1,Homo sapiens (Human),1710
O14647,22.8597869873047,24.4007377624512,23.0158138275146,23.9455661773682,21.1878051757813,20.3794078826904,23.425446192423504,21.8375930786133,-1.5878531138102048,0.25144793272026733,0.9968629109018278,reviewed,CHD2_HUMAN,Chromodomain-helicase-DNA-binding protein 2 (CHD-2) (EC 3.6.4.12) (ATP-dependent helicase CHD2),CHD2,Homo sapiens (Human),1828
O14654,26.7480411529541,27.5830516815186,27.22536277771,27.9101638793945,27.4607639312744,26.5353126525879,27.1854852040609,27.302080154418935,0.11659495035803502,0.816862344766182,0.9968629109018278,reviewed,IRS4_HUMAN,Insulin receptor substrate 4 (IRS-4) (160 kDa phosphotyrosine protein) (py160) (Phosphoprotein of 160 kDa) (pp160),IRS4,Homo sapiens (Human),1257
O14776,26.6737098693848,26.8088226318359,25.490478515625,26.4633083343506,26.0294322967529,25.4818840026855,26.324337005615234,25.991541544596334,-0.33279546101890034,0.5466112001499872,0.9968629109018278,reviewed,TCRG1_HUMAN,Transcription elongation regulator 1 (TATA box-binding protein-associated factor 2S) (Transcription factor CA150),TCERG1 CA150 TAF2S,Homo sapiens (Human),1098
O14874,23.2296543121338,21.5486450195313,23.4482135772705,23.1258296966553,23.3723888397217,22.0346603393555,22.7421709696452,22.844292958577498,0.1021219889322964,0.8951291943151963,0.9968629109018278,reviewed,BCKD_HUMAN,"Branched-chain alpha-ketoacid dehydrogenase kinase (BCKDH kinase) (BCKDHKIN) (BDK) (EC 2.7.11.1) ([3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial) (EC 2.7.11.4)",BCKDK,Homo sapiens (Human),412
O14929,24.9619483947754,24.7988224029541,26.4186363220215,25.222692489624,23.7398509979248,26.1946964263916,25.393135706583667,25.0524133046468,-0.34072240193686554,0.7183665023477191,0.9968629109018278,reviewed,HAT1_HUMAN,Histone acetyltransferase type B catalytic subunit (EC 2.3.1.48) (Histone acetyltransferase 1),HAT1 KAT1,Homo sapiens (Human),419
O14979,22.7479228973389,22.1271305084229,21.3582744598389,21.924186706543,19.8348808288574,20.499698638916,22.077775955200234,20.75292205810547,-1.3248538970947656,0.1461232806332334,0.9968629109018278,reviewed,HNRDL_HUMAN,Heterogeneous nuclear ribonucleoprotein D-like (hnRNP D-like) (hnRNP DL) (AU-rich element RNA-binding factor) (JKT41-binding protein) (Protein laAUF1),HNRNPDL HNRPDL JKTBP,Homo sapiens (Human),420
O14980,28.4718894958496,28.5229778289795,28.6434421539307,29.0338592529297,28.2934246063232,29.2004375457764,28.546103159586597,28.842573801676433,0.29647064208983664,0.3544850471511605,0.9968629109018278,reviewed,XPO1_HUMAN,Exportin-1 (Exp1) (Chromosome region maintenance 1 protein homolog),XPO1 CRM1,Homo sapiens (Human),1071
O15042,30.2874698638916,30.8206157684326,27.4426879882813,30.4352951049805,30.3553142547607,28.1988697052002,29.51692454020183,29.663159688313797,0.14623514811196614,0.9144818650397528,0.9968629109018278,reviewed,SR140_HUMAN,U2 snRNP-associated SURP motif-containing protein (140 kDa Ser/Arg-rich domain protein) (U2-associated protein SR140),U2SURP KIAA0332 SR140,Homo sapiens (Human),1029
O15067,24.0653781890869,26.098123550415,24.3513774871826,26.5195484161377,25.1678314208984,23.6612300872803,24.8382930755615,25.116203308105465,0.27791023254396663,0.8028208205327978,0.9968629109018278,reviewed,PUR4_HUMAN,Phosphoribosylformylglycinamidine synthase (FGAM synthase) (FGAMS) (EC 6.3.5.3) (Formylglycinamide ribonucleotide amidotransferase) (FGAR amidotransferase) (FGAR-AT) (Formylglycinamide ribotide amidotransferase) (Phosphoribosylformylglycineamide amidotransferase),PFAS KIAA0361,Homo sapiens (Human),1338
O15090,23.2627010345459,23.5878353118896,23.4604244232178,23.2084674835205,22.4301261901855,21.9486656188965,23.436986923217763,22.529086430867498,-0.9079004923502652,0.07472732179851001,0.9968629109018278,reviewed,ZN536_HUMAN,Zinc finger protein 536,ZNF536 KIAA0390,Homo sapiens (Human),1300
O15091,23.9686870574951,22.1775760650635,24.296911239624,22.0586929321289,22.2311325073242,24.9444942474365,23.481058120727536,23.07810656229653,-0.40295155843100616,0.7422844266764855,0.9968629109018278,reviewed,MRPP3_HUMAN,Mitochondrial ribonuclease P catalytic subunit (EC 3.1.26.5) (Mitochondrial ribonuclease P protein 3) (Mitochondrial RNase P protein 3) (Protein only RNase P catalytic subunit),PRORP KIAA0391 MRPP3,Homo sapiens (Human),583
O15164,26.0573635101318,25.3505344390869,25.2060165405273,25.2010135650635,25.2547588348389,25.4618263244629,25.537971496582003,25.305866241455103,-0.23210525512689983,0.44584297080855384,0.9968629109018278,reviewed,TIF1A_HUMAN,Transcription intermediary factor 1-alpha (TIF1-alpha) (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRIM24) (RING finger protein 82) (RING-type E3 ubiquitin transferase TIF1-alpha) (Tripartite motif-containing protein 24),TRIM24 RNF82 TIF1 TIF1A,Homo sapiens (Human),1050
O15213,29.8398551940918,30.3895645141602,30.4043617248535,30.3011665344238,29.9092769622803,30.225040435791,30.21126047770183,30.1451613108317,-0.0660991668701314,0.7798878122158346,0.9968629109018278,reviewed,WDR46_HUMAN,WD repeat-containing protein 46 (WD repeat-containing protein BING4),WDR46 BING4 C6orf11 FP221,Homo sapiens (Human),610
O15226,31.9307231903076,32.2418975830078,31.5536212921143,31.9828109741211,32.0010528564453,32.2103652954102,31.908747355143234,32.064743041992195,0.1559956868489607,0.5025768463324535,0.9968629109018278,reviewed,NKRF_HUMAN,NF-kappa-B-repressing factor (NFkB-repressing factor) (NRF) (Protein ITBA4),NKRF ITBA4 NRF,Homo sapiens (Human),690
O15260,26.4693775177002,27.4386501312256,25.6186008453369,27.3538856506348,26.6857872009277,26.3239898681641,26.50887616475423,26.7878875732422,0.2790114084879711,0.6692179496947155,0.9968629109018278,reviewed,SURF4_HUMAN,Surfeit locus protein 4,SURF4 SURF-4,Homo sapiens (Human),269
O15269,23.9508247375488,24.9012718200684,20.6191463470459,25.7439384460449,23.6226558685303,22.9104442596436,23.157080968221035,24.092346191406264,0.9352652231852296,0.5793390542045911,0.9968629109018278,reviewed,SPTC1_HUMAN,Serine palmitoyltransferase 1 (EC 2.3.1.50) (Long chain base biosynthesis protein 1) (LCB 1) (Serine-palmitoyl-CoA transferase 1) (SPT 1) (SPT1),SPTLC1 LCB1,Homo sapiens (Human),473
O15355,26.7893009185791,26.0161228179932,27.413610458374,26.677209854126,25.5808963775635,27.0261211395264,26.7396780649821,26.428075790405302,-0.31160227457679923,0.6276487011307856,0.9968629109018278,reviewed,PPM1G_HUMAN,Protein phosphatase 1G (EC 3.1.3.16) (Protein phosphatase 1C) (Protein phosphatase 2C isoform gamma) (PP2C-gamma) (Protein phosphatase magnesium-dependent 1 gamma),PPM1G PPM1C,Homo sapiens (Human),546
O15371,28.7229595184326,29.2440662384033,29.4003753662109,29.6186294555664,29.0808582305908,29.6088123321533,29.122467041015597,29.436100006103498,0.3136329650879013,0.31169978779055524,0.9968629109018278,reviewed,EIF3D_HUMAN,Eukaryotic translation initiation factor 3 subunit D (eIF3d) (Eukaryotic translation initiation factor 3 subunit 7) (eIF-3-zeta) (eIF3 p66),EIF3D EIF3S7,Homo sapiens (Human),548
O15372,20.8872413635254,24.5877208709717,25.6543083190918,23.3771629333496,23.5183334350586,22.3034057617188,23.7097568511963,23.066300710042338,-0.6434561411539619,0.6889857328418862,0.9968629109018278,reviewed,EIF3H_HUMAN,Eukaryotic translation initiation factor 3 subunit H (eIF3h) (Eukaryotic translation initiation factor 3 subunit 3) (eIF-3-gamma) (eIF3 p40 subunit),EIF3H EIF3S3,Homo sapiens (Human),352
O15381,31.5271530151367,31.7175521850586,31.4567470550537,31.5320854187012,31.6119728088379,31.9405574798584,31.567150751749665,31.694871902465835,0.12772115071616952,0.4347485998518428,0.9968629109018278,reviewed,NVL_HUMAN,Nuclear valosin-containing protein-like (NVLp) (Nuclear VCP-like protein),NVL NVL2,Homo sapiens (Human),856
O15397,23.7608089447021,23.8592758178711,22.6354389190674,22.7401180267334,24.3938179016113,23.9732494354248,23.4185078938802,23.7023951212565,0.2838872273763009,0.6768998656594742,0.9968629109018278,reviewed,IPO8_HUMAN,Importin-8 (Imp8) (Ran-binding protein 8) (RanBP8),IPO8 RANBP8,Homo sapiens (Human),1037
O15417,23.2639904022217,21.5536556243896,22.2761936187744,20.5084629058838,21.9706230163574,21.7682266235352,22.364613215128568,21.415770848592132,-0.9488423665364358,0.23224007785150008,0.9968629109018278,reviewed,TNC18_HUMAN,Trinucleotide repeat-containing gene 18 protein (Long CAG trinucleotide repeat-containing gene 79 protein),TNRC18 CAGL79 KIAA1856,Homo sapiens (Human),2968
O15541,25.7278289794922,25.3957138061523,25.8295345306396,25.7271022796631,20.6373729705811,24.696626663208,25.651025772094698,23.687033971150736,-1.9639918009439619,0.27626511355727906,0.9968629109018278,reviewed,R113A_HUMAN,E3 ubiquitin-protein ligase RNF113A (EC 2.3.2.27) (Cwc24 homolog) (RING finger protein 113A) (Zinc finger protein 183),RNF113A RNF113 ZNF183,Homo sapiens (Human),343
O15550,21.589937210083,22.8567333221436,22.9731616973877,22.7718906402588,21.4913959503174,21.2037181854248,22.473277409871432,21.822334925333667,-0.6509424845377652,0.376312248204211,0.9968629109018278,reviewed,KDM6A_HUMAN,Lysine-specific demethylase 6A (EC 1.14.11.68) (Histone demethylase UTX) (Ubiquitously-transcribed TPR protein on the X chromosome) (Ubiquitously-transcribed X chromosome tetratricopeptide repeat protein) ([histone H3]-trimethyl-L-lysine(27) demethylase 6A),KDM6A UTX,Homo sapiens (Human),1401
O43143,31.3193702697754,32.0042381286621,31.9916896820068,31.7105903625488,31.6708431243896,32.2039070129395,31.77176602681477,31.861780166625966,0.09001413981119555,0.7670187841035848,0.9968629109018278,reviewed,DHX15_HUMAN,ATP-dependent RNA helicase DHX15 (EC 3.6.4.13) (ATP-dependent RNA helicase #46) (DEAH box protein 15) (Splicing factor Prp43) (hPrp43),DHX15 DBP1 DDX15,Homo sapiens (Human),795
O43148,23.843355178833,23.5521049499512,24.2365169525146,21.7314987182617,21.9335956573486,24.8193378448486,23.877325693766267,22.8281440734863,-1.0491816202799669,0.36045721350187326,0.9968629109018278,reviewed,MCES_HUMAN,mRNA cap guanine-N7 methyltransferase (EC 2.1.1.56) (RG7MT1) (mRNA (guanine-N(7))-methyltransferase) (mRNA cap methyltransferase) (hCMT1) (hMet) (hcm1p),RNMT KIAA0398,Homo sapiens (Human),476
O43156,21.5025272369385,22.2005157470703,21.2732086181641,22.3138484954834,21.725622177124,22.2069892883301,21.658750534057635,22.0821533203125,0.42340278625486505,0.27172448622857953,0.9968629109018278,reviewed,TTI1_HUMAN,TELO2-interacting protein 1 homolog (Protein SMG10),TTI1 KIAA0406 SMG10,Homo sapiens (Human),1089
O43159,29.2806510925293,29.6141586303711,29.6340351104736,29.2553882598877,28.637788772583,29.7720623016357,29.509614944458004,29.221746444702134,-0.28786849975587003,0.4538034535392272,0.9968629109018278,reviewed,RRP8_HUMAN,Ribosomal RNA-processing protein 8 (EC 2.1.1.-) (Cerebral protein 1) (Nucleomethylin),RRP8 KIAA0409 NML hucep-1,Homo sapiens (Human),456
O43172,28.1045455932617,28.5942363739014,28.4861965179443,28.5417804718018,27.5328197479248,28.1782150268555,28.39499282836913,28.0842717488607,-0.3107210795084292,0.4001180557420563,0.9968629109018278,reviewed,PRP4_HUMAN,U4/U6 small nuclear ribonucleoprotein Prp4 (PRP4 homolog) (hPrp4) (U4/U6 snRNP 60 kDa protein) (WD splicing factor Prp4),PRPF4 PRP4,Homo sapiens (Human),522
O43175,29.69504737854,29.9476795196533,29.9936141967773,30.310188293457,29.3122463226318,29.9890193939209,29.878780364990202,29.870484670003233,-0.008295694986969693,0.9798295359335959,0.9968629109018278,reviewed,SERA_HUMAN,D-3-phosphoglycerate dehydrogenase (3-PGDH) (EC 1.1.1.95) (2-oxoglutarate reductase) (EC 1.1.1.399) (Malate dehydrogenase) (EC 1.1.1.37),PHGDH PGDH3,Homo sapiens (Human),533
O43242,25.1570739746094,26.0168228149414,25.7957553863525,27.1631736755371,25.6741142272949,26.4099426269531,25.6565507253011,26.415743509928365,0.7591927846272668,0.2044241234517938,0.9968629109018278,reviewed,PSMD3_HUMAN,26S proteasome non-ATPase regulatory subunit 3 (26S proteasome regulatory subunit RPN3) (26S proteasome regulatory subunit S3) (Proteasome subunit p58),PSMD3,Homo sapiens (Human),534
O43264,26.1858978271484,26.4846992492676,26.5050640106201,26.2861785888672,26.2602081298828,26.7958793640137,26.391887029012036,26.4474220275879,0.0555349985758653,0.7975902200131539,0.9968629109018278,reviewed,ZW10_HUMAN,Centromere/kinetochore protein zw10 homolog,ZW10,Homo sapiens (Human),779
O43290,30.5396385192871,30.5719947814941,28.7215919494629,30.6898746490479,30.5748844146729,30.7153034210205,29.944408416748033,30.6600208282471,0.7156124114990661,0.3078965832763276,0.9968629109018278,reviewed,SNUT1_HUMAN,U4/U6.U5 tri-snRNP-associated protein 1 (SNU66 homolog) (hSnu66) (Squamous cell carcinoma antigen recognized by T-cells 1) (SART-1) (hSART-1) (U4/U6.U5 tri-snRNP-associated 110 kDa protein) (allergen Hom s 1),SART1,Homo sapiens (Human),800
Q5CZA5,22.5001430511475,20.9690780639648,23.6746807098389,23.3732376098633,22.6499423980713,23.1757125854492,22.381300608317066,23.066297531127933,0.6849969228108677,0.44664650117127586,0.9968629109018278,reviewed,ZN805_HUMAN,Zinc finger protein 805,ZNF805,Homo sapiens (Human),627
O43390,27.4951076507568,28.3454494476318,27.4913654327393,28.6784515380859,28.0322303771973,27.6756629943848,27.777307510375966,28.128781636556,0.35147412618003315,0.4380251285580118,0.9968629109018278,reviewed,HNRPR_HUMAN,Heterogeneous nuclear ribonucleoprotein R (hnRNP R),HNRNPR HNRPR,Homo sapiens (Human),633
